         836326 function calls (822192 primitive calls) in 1.019 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1932(_MathStyle)
        1    0.000    0.000    0.000    0.000 _mathtext.py:222(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:2292(State)
        1    0.000    0.000    0.004    0.004 _mathtext.py:2505(<lambda>)
        1    0.000    0.000    0.004    0.004 _mathtext.py:2505(<listcomp>)
    10784    0.002    0.000    0.003    0.000 _mathtext.py:2507(<genexpr>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:330(BakomaFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:443(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:566(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:610(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:627(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:644(StixFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:71(Fonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:748(StixSansFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:756(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:947(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 _mathtext.py:983(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:994(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:628(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _methods.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _methods.py:38(_amax)
        2    0.000    0.000    0.000    0.000 _methods.py:42(_amin)
       31    0.000    0.000    0.000    0.000 _methods.py:54(_any)
        1    0.000    0.000    0.016    0.016 _minimize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:488(_Options)
        1    0.000    0.000    0.000    0.000 _misc.py:501(__init__)
        1    0.000    0.000    0.000    0.000 _mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mixins.py:30(NDArrayBackedExtensionArray)
        1    0.000    0.000    0.000    0.000 _nnls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _norm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _normalize.py:4(<module>)
        1    0.000    0.000    0.038    0.038 _numdiff.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:1040(zvode)
        1    0.000    0.000    0.000    0.000 _ode.py:105(ode)
        1    0.000    0.000    0.000    0.000 _ode.py:1112(dopri5)
        1    0.000    0.000    0.000    0.000 _ode.py:1199(dop853)
        1    0.000    0.000    0.000    0.000 _ode.py:1240(lsoda)
        1    0.000    0.000    0.001    0.001 _ode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:595(complex_ode)
        1    0.000    0.000    0.000    0.000 _ode.py:762(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _ode.py:777(IntegratorBase)
        1    0.000    0.000    0.000    0.000 _ode.py:839(vode)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:13(ODFReader)
        1    0.000    0.000    0.002    0.002 _odswriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odswriter.py:13(ODSWriter)
        1    0.000    0.000    0.000    0.000 _onenormest.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _onenormest.py:120(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:17(OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:458(OpenpyxlReader)
        1    0.000    0.000    0.000    0.000 _option.py:142(OptionGroup)
        1    0.000    0.000    0.000    0.000 _option.py:20(<module>)
        1    0.000    0.000    0.000    0.000 _option.py:239(OptionParser)
        1    0.000    0.000    0.000    0.000 _option.py:55(Option)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _optional.py:60(import_optional_dependency)
        1    0.000    0.000    0.000    0.000 _ossighelper.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:205(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:506(AddressList)
        1    0.000    0.000    0.000    0.000 _parser.py:1377(_tzparser)
        1    0.000    0.000    0.000    0.000 _parser.py:1379(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1384(_attr)
        1    0.000    0.000    0.000    0.000 _parser.py:1595(ParserError)
        1    0.000    0.000    0.000    0.000 _parser.py:1607(UnknownTimezoneWarning)
        1    0.000    0.000    0.003    0.003 _parser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:225(_resultbase)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        1    0.000    0.000    0.000    0.000 _parser.py:400(_ymd)
        1    0.000    0.000    0.000    0.000 _parser.py:574(parser)
        1    0.000    0.000    0.000    0.000 _parser.py:575(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _parser.py:667(_result)
        1    0.000    0.000    0.003    0.003 _pep440.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _pep440.py:117(parse)
        1    0.000    0.000    0.000    0.000 _pep440.py:129(InvalidVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:140(__lt__)
        1    0.000    0.000    0.000    0.000 _pep440.py:141(<lambda>)
        1    0.000    0.000    0.000    0.000 _pep440.py:149(__ge__)
        1    0.000    0.000    0.000    0.000 _pep440.py:150(<lambda>)
        2    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 _pep440.py:165(LegacyVersion)
        1    0.000    0.000    0.002    0.002 _pep440.py:285(Version)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
       12    0.000    0.000    0.000    0.000 _pep440.py:392(_parse_letter_version)
        4    0.000    0.000    0.000    0.000 _pep440.py:426(_parse_local_version)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        7    0.000    0.000    0.000    0.000 _pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 _pep440.py:45(Infinity)
        8    0.000    0.000    0.000    0.000 _pep440.py:70(__neg__)
        1    0.000    0.000    0.000    0.000 _pep440.py:77(NegativeInfinity)
        1    0.000    0.000    0.008    0.008 _pickle.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _plotutils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _policybase.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _procrustes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _propertyhelper.py:137(__metaclass__)
        1    0.000    0.000    0.000    0.000 _propertyhelper.py:20(<module>)
      161    0.000    0.000    0.001    0.000 _propertyhelper.py:354(install_properties)
        1    0.000    0.000    0.000    0.000 _propertyhelper.py:39(Property)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:10(Gcf)
        9    0.000    0.000    0.001    0.000 _pylab_helpers.py:78(destroy_all)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:48(PytestTester)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:78(__init__)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:9(PyxlsbReader)
        1    0.000    0.000    0.000    0.000 _qap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:12(LRUDict)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:29(SemiInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:57(DoubleInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:94(_Bunch)
        1    0.000    0.000    0.000    0.000 _quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quadrature.py:22(_copy_func)
        1    0.000    0.000    0.000    0.000 _quadrature.py:48(AccuracyWarning)
        1    0.000    0.000    0.000    0.000 _quadrature.py:62(cache_decorator)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _remove_redundancy.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _root.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _root_scalar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:19(MemoizeDer)
        1    0.000    0.000    0.006    0.006 _rotation_groups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:9(SecondaryAxis)
        1    0.000    0.000    0.023    0.023 _shgo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _shgo.py:1511(LMap)
        1    0.000    0.000    0.000    0.000 _shgo.py:1520(LMapCache)
        1    0.000    0.000    0.000    0.000 _shgo.py:446(SHGO)
        1    0.000    0.000    0.000    0.000 _signalhelper.py:181(SignalOverride)
        1    0.000    0.000    0.000    0.000 _signalhelper.py:20(<module>)
      161    0.001    0.000    0.001    0.000 _signalhelper.py:220(install_signals)
        1    0.000    0.000    0.000    0.000 _signalhelper.py:23(Signal)
        1    0.000    0.000    0.000    0.000 _signalhelper.py:73(BoundSignal)
        1    0.000    0.000    0.000    0.000 _sketches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:11(_NoConvergence)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:37(SphericalVoronoi)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       49    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.045    0.045 _subplots.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _subplots.py:163(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 _subplots.py:182(<genexpr>)
        1    0.000    0.000    0.000    0.000 _subplots.py:9(SubplotBase)
        1    0.000    0.000    0.000    0.000 _table_schema.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _testing.py:120(set_testing_mode)
        1    0.000    0.000    0.000    0.000 _testing.py:2405(optional_args)
        1    0.000    0.000    0.000    0.000 _testing.py:2784(RNGContext)
        1    0.000    0.000    0.000    0.000 _testing.py:2910(SubclassedSeries)
        1    0.000    0.000    0.000    0.000 _testing.py:2922(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 _testing.py:2934(SubclassedCategorical)
        1    0.000    0.000    0.000    0.000 _testutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:14(FPUModeChangeWarning)
        1    0.000    0.000    0.000    0.000 _testutils.py:19(PytestTester)
       16    0.000    0.000    0.000    0.000 _testutils.py:24(__init__)
        1    0.000    0.000    0.001    0.001 _text_layout.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _threadsafety.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:13(ReentrancyLock)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:25(__init__)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:41(decorate)
        6    0.000    0.000    0.000    0.000 _threadsafety.py:48(non_reentrant)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:52(decorator)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:9(ReentrancyError)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:13(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:38(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:186(IterativeSubproblem)
        1    0.000    0.000    0.002    0.002 _trustregion_krylov.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:42(CGSteihaugSubproblem)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:130(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:158(_set_up_aliases)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:92(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
      288    0.000    0.000    0.000    0.000 _typing.py:49(<lambda>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:131(geterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:29(<dictcomp>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:359(_unspecified)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:366(errstate)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:425(__init__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__enter__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:434(__exit__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:440(_setdef)
        3    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _util.py:10(register_writer)
        1    0.000    0.000    0.000    0.000 _util.py:14(deferred_error)
        1    0.000    0.000    0.000    0.000 _util.py:174(DeprecatedImport)
        2    0.000    0.000    0.000    0.000 _util.py:192(__init__)
        7    0.000    0.000    0.001    0.000 _util.py:349(getfullargspec_no_self)
        7    0.000    0.000    0.000    0.000 _util.py:371(<listcomp>)
        7    0.000    0.000    0.000    0.000 _util.py:376(<listcomp>)
        7    0.000    0.000    0.000    0.000 _util.py:381(<listcomp>)
       25    0.000    0.000    0.000    0.000 _util.py:386(<genexpr>)
        7    0.000    0.000    0.000    0.000 _util.py:391(<listcomp>)
        7    0.000    0.000    0.000    0.000 _util.py:395(<dictcomp>)
        7    0.000    0.000    0.000    0.000 _util.py:398(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _util.py:404(MapWrapper)
        1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _validators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _version.py:2(<module>)
        5    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        3    0.000    0.000    0.006    0.002 _version.py:7(<module>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlrd.py:11(XlrdReader)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:10(_XlsxStyler)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:162(XlsxWriter)
        1    0.000    0.000    0.000    0.000 _xlwt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlwt.py:13(XlwtWriter)
      107    0.000    0.000    0.003    0.000 abc.py:105(__new__)
       20    0.000    0.000    0.000    0.000 abc.py:110(register)
      210    0.000    0.000    0.001    0.000 abc.py:117(__instancecheck__)
   166/65    0.000    0.000    0.001    0.000 abc.py:121(__subclasscheck__)
      153    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        3    0.000    0.000    0.004    0.001 accessor.py:1(<module>)
        9    0.000    0.000    0.000    0.000 accessor.py:109(_map_and_wrap)
       10    0.000    0.000    0.000    0.000 accessor.py:111(delegate_names)
        1    0.000    0.000    0.002    0.002 accessor.py:119(StringMethods)
        1    0.000    0.000    0.000    0.000 accessor.py:13(DirNamesMixin)
       10    0.000    0.000    0.000    0.000 accessor.py:139(add_delegate_accessors)
        1    0.000    0.000    0.000    0.000 accessor.py:14(BaseAccessor)
        1    0.000    0.000    0.000    0.000 accessor.py:152(CachedAccessor)
        8    0.000    0.000    0.000    0.000 accessor.py:172(__init__)
        1    0.000    0.000    0.000    0.000 accessor.py:213(SparseFrameAccessor)
        1    0.000    0.000    0.000    0.000 accessor.py:25(SparseAccessor)
        1    0.000    0.000    0.000    0.000 accessor.py:42(PandasDelegate)
       50    0.000    0.000    0.000    0.000 accessor.py:42(forbid_nonstring_types)
       10    0.000    0.000    0.000    0.000 accessor.py:56(_add_delegate_accessors)
       62    0.000    0.000    0.000    0.000 accessor.py:76(_create_delegator_property)
       34    0.000    0.000    0.000    0.000 accessor.py:90(_create_delegator_method)
       50    0.000    0.000    0.000    0.000 accessor.py:90(_forbid_nonstring_types)
        1    0.000    0.000    0.000    0.000 accessors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 accessors.py:128(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:288(TimedeltaProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:30(Properties)
        1    0.000    0.000    0.000    0.000 accessors.py:395(PeriodProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:462(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.001    0.001 afm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 afm.py:358(AFM)
        1    0.000    0.000    0.011    0.011 aggregation.py:1(<module>)
        1    0.000    0.000    0.004    0.004 algorithms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 algorithms.py:1170(SelectN)
        1    0.000    0.000    0.000    0.000 algorithms.py:1199(SelectNSeries)
        1    0.000    0.000    0.000    0.000 algorithms.py:1263(SelectNFrame)
       12    0.000    0.000    0.000    0.000 algorithms.py:1373(_view_wrapper)
        1    0.000    0.000    0.000    0.000 align.py:1(<module>)
        1    0.000    0.000    0.000    0.000 align.py:55(_filter_special_cases)
        1    0.000    0.000    0.655    0.655 all.py:21(<module>)
        1    0.000    0.000    0.000    0.000 animation.py:101(__init__)
        8    0.000    0.000    0.000    0.000 animation.py:104(register)
        8    0.000    0.000    0.000    0.000 animation.py:114(wrapper)
        1    0.000    0.000    0.000    0.000 animation.py:1430(TimedAnimation)
        1    0.000    0.000    0.000    0.000 animation.py:1488(ArtistAnimation)
        1    0.000    0.000    0.000    0.000 animation.py:1564(FuncAnimation)
        1    0.000    0.000    0.000    0.000 animation.py:157(AbstractMovieWriter)
        1    0.000    0.000    0.007    0.007 animation.py:19(<module>)
        1    0.000    0.000    0.000    0.000 animation.py:241(MovieWriter)
        1    0.000    0.000    0.000    0.000 animation.py:400(FileMovieWriter)
        1    0.000    0.000    0.000    0.000 animation.py:521(PillowWriter)
        1    0.000    0.000    0.000    0.000 animation.py:547(FFMpegBase)
        1    0.000    0.000    0.000    0.000 animation.py:599(FFMpegWriter)
        1    0.000    0.000    0.000    0.000 animation.py:623(FFMpegFileWriter)
        1    0.000    0.000    0.000    0.000 animation.py:656(AVConvBase)
        1    0.000    0.000    0.000    0.000 animation.py:673(AVConvWriter)
        1    0.000    0.000    0.000    0.000 animation.py:684(AVConvFileWriter)
        1    0.000    0.000    0.000    0.000 animation.py:695(ImageMagickBase)
        1    0.000    0.000    0.000    0.000 animation.py:734(ImageMagickWriter)
        1    0.000    0.000    0.000    0.000 animation.py:752(ImageMagickFileWriter)
        1    0.000    0.000    0.000    0.000 animation.py:793(HTMLWriter)
        1    0.000    0.000    0.000    0.000 animation.py:911(Animation)
        1    0.000    0.000    0.000    0.000 animation.py:98(MovieWriterRegistry)
        4    0.000    0.000    0.032    0.008 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
        4    0.000    0.000    0.106    0.026 api.py:3(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1029(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1056(_CountAction)
        1    0.000    0.000    0.000    0.000 argparse.py:107(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1079(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1098(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1124(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1126(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1217(_ExtendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1228(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1283(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1303(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:154(HelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1613(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1647(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1667(ArgumentParser)
        1    0.000    0.000    0.000    0.000 argparse.py:201(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:4(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:662(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:673(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:684(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:701(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:736(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:756(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:765(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:858(BooleanOptionalAction)
        1    0.000    0.000    0.000    0.000 argparse.py:899(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:934(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:957(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:974(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:991(_AppendAction)
        1    0.000    0.000    0.001    0.001 arpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arpack.py:274(ArpackError)
        1    0.000    0.000    0.000    0.000 arpack.py:283(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 arpack.py:309(_ArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:379(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:597(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:906(SpLuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:929(LuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:953(IterInv)
        1    0.000    0.000    0.000    0.000 arpack.py:984(IterOpInv)
        1    0.000    0.000    0.002    0.002 array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array.py:199(SparseArray)
        1    0.000    0.000    0.001    0.001 array_ops.py:1(<module>)
       14    0.000    0.000    0.000    0.000 array_ops.py:362(get_array_op)
        1    0.000    0.000    0.000    0.000 arraylike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraylike.py:20(OpsMixin)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.001    0.001 arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1184(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1197(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1207(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1240(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1266(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1298(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1303(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1313(StructuredVoidFormat)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1527(_guarded_repr_or_str)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1534(_array_str_implementation)
        2    0.000    0.000    0.000    0.000 arrayprint.py:455(_recursive_guard)
        2    0.000    0.000    0.000    0.000 arrayprint.py:465(decorating_function)
       15    0.000    0.000    0.000    0.000 arrayprint.py:468(wrapper)
        1    0.000    0.000    0.000    0.000 arrayprint.py:867(FloatingFormat)
        1    0.000    0.000    0.001    0.001 arraysetops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 art3d.py:160(Line3D)
        1    0.000    0.000    0.000    0.000 art3d.py:283(Line3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:332(Patch3D)
        1    0.000    0.000    0.000    0.000 art3d.py:359(PathPatch3D)
        1    0.000    0.000    0.000    0.000 art3d.py:408(Patch3DCollection)
